cc,vbp,cd,dt,ex,inn,jj,md,nn,nns,prp,rb,rbr,rp,to,vb,vbd,vbn,vbz,wp,neg_length,neg_acumulado,sentiment,answer
-0.2383067843280802,-0.798001436419524,-0.3630567356786221,-1.0451161209658926,-0.26413527189768715,-0.4760262442572625,-1.0445978217969527,-0.6576670522058206,-0.4067508024521323,0.168581897029494,-0.6004693000326412,-0.8771371912357834,2.5878970527009932,1.8134833345005625,0.9265094362340939,-0.5329703567918136,2.357256331220739,-0.6546030968216405,-0.7784068086568318,-0.329292779969071,1.0842148843767576,-0.33595435280993824,Positivo,planting shade trees along city walks to reduce temp  changing roads from black asphalt to something lighter and less heat retaining
-1.1915339216404008,-0.07110903888886846,-0.3630567356786221,-0.10706067580626212,-0.26413527189768715,1.4280787327717874,0.011479096942823707,0.5524403238528893,0.7446668537200579,-0.8653870714180689,-0.6004693000326412,0.7530975884347637,-0.31559720154890164,-0.2462755145618048,0.05672506752453633,0.0438916764416787,0.24147503880797816,2.146489224461658,0.3405529787873639,3.0368111930480994,0.16909773426059527,0.13128374935959056,Negativo,tucson for the most part is not walkable  what can be done to encourage less personal auto use while also looking at safety  i am astounded at the number of accidents with pedestrian involvement disgraceful
-1.1915339216404008,-0.798001436419524,-0.3630567356786221,-1.0451161209658926,-0.26413527189768715,-1.4280787327717874,0.011479096942823707,-0.6576670522058206,-0.11889638840908474,-1.3823715556418503,-0.6004693000326412,-0.8771371912357834,-0.31559720154890164,-0.2462755145618048,-0.8130593011850213,-0.5329703567918136,-0.8164156073984022,-0.6546030968216405,0.3405529787873639,-0.329292779969071,0.16909773426059527,0.03783612892568461,Positivo,"tree planting, green space, restrict new development that requires new water use"
-1.1915339216404008,-0.07110903888886846,-0.3630567356786221,0.36196704677355307,-0.26413527189768715,0.4760262442572625,-0.5165593624270646,-0.6576670522058206,0.1689580256339628,-1.3823715556418503,-0.6004693000326412,-0.062019801400509854,-0.31559720154890164,-0.2462755145618048,-0.8130593011850213,-1.1098323900253058,-0.8164156073984022,-0.6546030968216405,1.4595127662315595,-0.329292779969071,-0.7460194158555671,0.5985218515291191,Positivo,"truly, it seems that vehicle pollution in tucson is a major problem affected the quality of air we breathe on a daily basis "
0.7149203529842405,-0.798001436419524,-0.3630567356786221,0.36196704677355307,-0.26413527189768715,0.0,-0.5165593624270646,0.5524403238528893,-0.9824596305382274,0.6855663812532754,-0.6004693000326412,-0.062019801400509854,-0.31559720154890164,-0.2462755145618048,0.05672506752453633,0.0438916764416787,3.4151469774271193,-0.6546030968216405,-0.7784068086568318,-0.329292779969071,0.16909773426059527,0.03783612892568461,Positivo,"encouraging and promoting alternative forms of ""green"" transportation throughout the city, and effectively marketing these alternatives, will help people to reach destinations, without polluting the environment "
-0.2383067843280802,-0.07110903888886846,-0.3630567356786221,-0.10706067580626212,-0.26413527189768715,-0.4760262442572625,-0.5165593624270646,-0.6576670522058206,-0.4067508024521323,1.202550865477057,-0.6004693000326412,-0.062019801400509854,2.5878970527009932,-0.2462755145618048,0.05672506752453633,-0.5329703567918136,-0.8164156073984022,-0.6546030968216405,-0.7784068086568318,-0.329292779969071,-0.7460194158555671,0.5985218515291191,Positivo,more walkable spaces  completely close some streets to cars  make bicycle and walking spaces the priority over vehicle traffic in many areas
1.6681474902965614,-0.798001436419524,-0.3630567356786221,-1.0451161209658926,-0.26413527189768715,-0.952052488514525,-0.5165593624270646,-0.6576670522058206,0.7446668537200579,0.6855663812532754,-0.6004693000326412,-0.8771371912357834,-0.31559720154890164,-0.2462755145618048,-0.8130593011850213,-1.1098323900253058,-0.8164156073984022,-0.6546030968216405,-0.7784068086568318,-0.329292779969071,0.16909773426059527,0.03783612892568461,Positivo,"support green job industries and training programs through adult education programs and jted cte, community college, and university courses "
0.7149203529842405,-0.798001436419524,-0.3630567356786221,-1.0451161209658926,-0.26413527189768715,0.952052488514525,0.011479096942823707,-0.6576670522058206,1.0325212677631055,0.6855663812532754,-0.6004693000326412,2.3833323681053105,-0.31559720154890164,-0.2462755145618048,0.05672506752453633,-0.5329703567918136,0.24147503880797816,2.146489224461658,-0.7784068086568318,-0.329292779969071,-0.7460194158555671,0.5985218515291191,Positivo,insulation community or city large scale solar rather than only on rooftops water efficiency programs to save on energy emissions for pumping and pools pretty much everything proposed by project drawdown  drawdown org
0.7149203529842405,-0.798001436419524,-0.3630567356786221,-0.5760883983860774,-0.26413527189768715,-0.952052488514525,-1.0445978217969527,0.5524403238528893,-1.5581684586243225,-0.3484025871942874,-0.6004693000326412,0.7530975884347637,-0.31559720154890164,-0.2462755145618048,-0.8130593011850213,-0.5329703567918136,-0.8164156073984022,-0.6546030968216405,-0.7784068086568318,-0.329292779969071,0.16909773426059527,0.24809327490197255,Positivo,fix all the streets and roads and then you can work on other stuff
-0.2383067843280802,-0.07110903888886846,-0.3630567356786221,-0.5760883983860774,-0.26413527189768715,-0.4760262442572625,-1.572636281166841,-0.6576670522058206,-1.2703140445812748,-0.3484025871942874,-0.6004693000326412,-0.062019801400509854,-0.31559720154890164,-0.2462755145618048,-0.8130593011850213,0.0438916764416787,-0.8164156073984022,-0.6546030968216405,-0.7784068086568318,-0.329292779969071,-0.7460194158555671,0.5985218515291191,Positivo,take care of the parks and recreation areas that you do not maintain
